date,open,high,low,close,volume,average,barCount
2023-03-13 09:30:00-04:00,280.16,280.16,280.16,280.16,100.0,280.16,1
2023-03-13 09:35:00-04:00,280.0,281.77,278.23,278.73,62653.0,280.021,351
2023-03-13 09:40:00-04:00,279.06,280.34,278.97,279.83,25100.0,279.788,126
2023-03-13 09:45:00-04:00,279.74,286.65,279.73,286.39,58673.0,284.43,299
2023-03-13 09:50:00-04:00,285.91,286.29,283.75,285.82,27691.0,285.336,116
2023-03-13 09:55:00-04:00,285.81,288.4,285.4,286.35,39149.0,287.731,86
2023-03-13 10:00:00-04:00,286.36,286.81,285.25,286.54,8151.0,286.135,66
2023-03-13 10:05:00-04:00,286.5,288.94,286.39,288.1,21914.0,287.009,179
2023-03-13 10:10:00-04:00,287.67,288.0,286.78,287.24,21117.0,287.421,198
2023-03-13 10:15:00-04:00,287.09,287.25,285.85,285.93,5471.0,286.556,49
2023-03-13 10:20:00-04:00,286.11,287.44,285.96,286.02,4332.0,286.668,41
2023-03-13 10:25:00-04:00,286.46,286.52,285.06,285.28,5150.0,285.627,42
2023-03-13 10:30:00-04:00,285.28,285.67,284.59,285.32,22041.0,285.248,207
2023-03-13 10:35:00-04:00,285.4,286.14,285.11,286.14,9713.0,285.61,79
2023-03-13 10:40:00-04:00,286.33,286.79,285.49,286.44,40276.0,286.142,277
2023-03-13 10:45:00-04:00,286.44,286.54,284.96,286.49,18261.0,286.112,148
2023-03-13 10:50:00-04:00,286.48,286.59,284.11,284.96,14358.0,285.833,128
2023-03-13 10:55:00-04:00,284.75,287.39,284.75,286.62,14733.0,286.649,121
2023-03-13 11:00:00-04:00,286.34,288.0,286.33,287.73,12148.0,287.035,117
2023-03-13 11:05:00-04:00,287.5,288.23,286.85,287.4,7815.0,287.682,74
2023-03-13 11:10:00-04:00,287.64,288.37,287.3,287.3,7675.0,287.94,75
2023-03-13 11:15:00-04:00,286.97,287.93,286.88,287.44,10064.0,287.556,94
2023-03-13 11:20:00-04:00,287.75,288.23,287.13,287.69,11859.0,287.598,110
2023-03-13 11:25:00-04:00,287.91,289.1,287.75,288.87,7848.0,288.354,74
2023-03-13 11:30:00-04:00,288.84,288.84,287.46,287.6,6450.0,287.892,47
2023-03-13 11:35:00-04:00,287.48,287.71,286.43,286.44,15868.0,287.024,144
2023-03-13 11:40:00-04:00,286.71,288.1,286.66,287.79,11027.0,287.211,102
2023-03-13 11:45:00-04:00,287.59,288.21,287.13,288.08,12509.0,287.564,115
2023-03-13 11:50:00-04:00,288.02,288.02,286.82,286.82,17523.0,287.451,167
2023-03-13 11:55:00-04:00,286.69,287.51,286.46,287.4,12071.0,287.066,115
2023-03-13 12:00:00-04:00,287.71,289.14,287.71,287.99,5257.0,288.407,51
2023-03-13 12:05:00-04:00,287.85,289.46,287.85,289.46,6473.0,288.691,61
2023-03-13 12:10:00-04:00,289.44,289.44,288.36,289.08,5029.0,288.98,42
2023-03-13 12:15:00-04:00,288.36,289.38,288.36,288.67,3986.0,289.137,39
2023-03-13 12:20:00-04:00,288.68,289.02,287.91,287.92,3377.0,288.636,31
2023-03-13 12:25:00-04:00,288.05,288.34,287.45,287.7,3962.0,287.876,35
2023-03-13 12:30:00-04:00,287.78,288.15,287.36,287.56,24763.0,287.768,184
2023-03-13 12:35:00-04:00,287.53,288.17,287.27,287.73,14568.0,287.706,121
2023-03-13 12:40:00-04:00,287.75,288.57,287.6,287.6,6606.0,288.283,42
2023-03-13 12:45:00-04:00,287.33,288.03,285.76,286.28,5211.0,286.778,42
2023-03-13 12:50:00-04:00,286.19,286.82,285.82,286.7,5133.0,286.244,33
2023-03-13 12:55:00-04:00,286.76,286.86,285.53,286.33,5331.0,286.334,40
2023-03-13 13:00:00-04:00,286.28,286.48,285.02,285.07,5726.0,285.499,47
2023-03-13 13:05:00-04:00,285.07,285.82,284.86,285.75,7624.0,285.397,67
2023-03-13 13:10:00-04:00,285.87,286.34,285.37,285.55,5913.0,285.962,49
2023-03-13 13:15:00-04:00,285.38,286.4,285.13,285.94,7635.0,285.79,63
2023-03-13 13:20:00-04:00,285.7,285.71,285.33,285.4,4228.0,285.492,41
2023-03-13 13:25:00-04:00,285.41,285.96,285.08,285.44,11826.0,285.487,84
2023-03-13 13:30:00-04:00,285.44,285.9,284.99,284.99,9249.0,285.5,56
2023-03-13 13:35:00-04:00,285.0,287.85,285.0,287.52,7498.0,286.742,70
2023-03-13 13:40:00-04:00,287.93,288.08,287.32,287.94,8779.0,287.651,69
2023-03-13 13:45:00-04:00,288.0,288.08,287.44,287.44,23055.0,287.818,112
2023-03-13 13:50:00-04:00,287.6,288.01,287.53,287.76,3358.0,287.719,30
2023-03-13 13:55:00-04:00,287.87,288.12,287.79,287.94,1914.0,288.001,16
2023-03-13 14:00:00-04:00,287.75,288.3,287.15,287.8,4595.0,287.931,39
2023-03-13 14:05:00-04:00,287.7,287.99,287.4,287.82,3835.0,287.66,33
2023-03-13 14:10:00-04:00,287.95,288.29,287.62,287.62,4301.0,287.956,38
2023-03-13 14:15:00-04:00,287.76,288.52,287.69,288.27,4132.0,288.166,39
2023-03-13 14:20:00-04:00,288.33,288.65,288.09,288.64,1805.0,288.356,16
2023-03-13 14:25:00-04:00,288.7,288.98,288.01,288.01,2153.0,288.477,20
2023-03-13 14:30:00-04:00,288.1,288.88,288.09,288.57,5068.0,288.635,42
2023-03-13 14:35:00-04:00,288.32,288.46,287.89,288.38,6750.0,288.11,62
2023-03-13 14:40:00-04:00,288.42,289.27,288.13,288.81,6208.0,288.79,58
2023-03-13 14:45:00-04:00,288.81,288.83,288.39,288.81,1600.0,288.684,15
2023-03-13 14:50:00-04:00,288.77,289.45,288.77,289.41,2129.0,289.157,18
2023-03-13 14:55:00-04:00,289.5,289.72,289.08,289.08,5603.0,289.367,50
2023-03-13 15:00:00-04:00,289.05,289.08,288.28,288.31,5772.0,288.627,45
2023-03-13 15:05:00-04:00,287.92,288.78,287.92,288.09,2863.0,288.341,26
2023-03-13 15:10:00-04:00,288.06,288.57,287.87,287.99,8853.0,288.226,83
2023-03-13 15:15:00-04:00,288.22,288.25,287.61,287.7,13626.0,287.868,67
2023-03-13 15:20:00-04:00,287.67,287.77,286.0,286.0,5585.0,286.845,50
2023-03-13 15:25:00-04:00,285.68,285.92,285.11,285.66,10146.0,285.457,94
2023-03-13 15:30:00-04:00,285.69,286.41,285.51,286.23,8309.0,285.903,68
2023-03-13 15:35:00-04:00,286.28,286.63,285.86,286.42,10544.0,286.215,67
